id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature9.1,feature10,value
3429,118.0,25.0,43.0,3.03,4.5,11.0,0.99222,0.34,7.6,old,6.0,0.37,6
3430,138.0,39.0,29.0,3.31,2.6,13.1,0.9892,0.32,3.6,old,6.2,0.37,7
3431,89.0,22.0,69.0,3.34,9.7,9.2,0.9959,0.08,1.8,new,7.0,0.54,6
3434,185.0,64.0,18.0,3.12,5.7,10.6,0.99519,0.24,10.3,old,6.7,0.5,6
3435,162.0,34.0,40.0,3.26,6.0,11.3,0.9966,0.49,7.8,old,7.8,0.58,6
3436,127.0,33.0,23.5,3.34,4.7,11.0,0.991,0.29,1.2,old,5.6,0.5,7
3437,98.0,22.0,17.0,3.16,2.8,11.1,0.99072,0.28,2.5,old,6.1,0.37,7
3439,76.0,32.0,13.0,3.21,3.5000000000000004,11.33333333,0.9914,0.27,2.6,old,6.5,0.76,6
3440,18.0,6.0,39.0,3.16,9.1,9.5,1.0004,0.63,2.3,new,12.3,0.49,5
3442,150.0,51.0,28.000000000000004,3.23,3.9,10.7,0.99535,0.22,12.8,old,6.4,0.43,6
3443,139.0,20.0,31.0,3.16,5.4,9.7,0.99836,0.23,12.7,old,7.6,0.5,4
3446,210.0,62.0,25.0,3.19,4.8,9.5,0.9968,0.47,11.6,old,6.2,0.5,5
3447,95.0,29.0,30.0,3.03,2.5,12.9,0.99071,0.29,6.2,old,6.8,0.32,7
3448,55.0,9.0,19.0,3.12,15.2,9.8,0.9927,0.71,1.5,old,6.0,0.46,6
3449,103.0,11.0,32.0,3.06,3.0,11.1,0.99106,0.26,2.3,old,6.9,0.42,6
3450,47.0,17.0,29.0,3.35,2.2,11.5,0.9899,0.32,1.4,old,5.9,0.35,6
3451,27.0,19.0,39.0,3.16,9.7,9.4,0.99596,0.12,1.7,new,7.7,0.49,5
3452,22.0,8.0,50.0,3.31,7.5,10.4,0.9959,0.3,1.9,new,7.8,0.56,6
3454,51.0,26.0,37.0,3.38,6.6000000000000005,11.8,0.99456,0.32,1.8,new,8.5,0.72,6
3455,134.0,53.0,24.0,3.17,3.5000000000000004,10.6,0.99567,0.29,13.7,old,6.3,0.38,6
3456,126.0,47.0,34.0,2.96,2.7,12.5,0.99124,0.44,6.5,old,7.9,0.37,6
3457,111.0,25.0,18.0,3.35,4.2,9.4,0.994,0.22,4.2,old,5.7,0.39,5
3458,191.0,27.0,31.0,2.96,4.4,8.7,1.00013,0.73,14.35,old,8.7,0.88,5
3459,25.0,4.0,83.0,3.38,7.400000000000001,9.6,0.99534,0.09,1.8,new,6.8,0.45,5
3461,146.0,14.0,19.0,3.29,5.8,9.1,0.9952,0.28,5.0,old,6.9,0.36,6
3465,190.0,52.0,24.0,3.23,5.1,10.8,0.9928,0.27,1.8,old,7.7,0.5,6
3466,117.0,20.0,29.0,3.21,4.1,11.4,0.99048,0.33,0.9,old,7.0,0.5,5
3467,69.0,31.0,36.0,2.93,1.7000000000000002,12.5,0.9892,0.23,1.9,old,7.4,0.36,6
3470,54.0,40.0,51.0,3.54,6.4,10.7,0.995,0.0,2.1,new,6.0,0.93,6
3473,201.0,58.0,29.0,3.3,3.6000000000000005,9.0,0.99954,0.3,16.0,old,7.1,0.67,5
3474,134.0,29.0,47.0,3.29,3.4000000000000004,13.0,0.99056,0.29,4.75,old,6.7,0.46,7
3475,188.0,52.0,25.0,3.2,4.8,9.1,0.99576,0.45,7.8,old,6.5,0.53,5
3478,158.0,45.0,18.0,3.34,4.7,9.1,0.99946,0.39,15.25,old,7.1,0.77,6
3480,222.0,57.0,67.0,3.17,5.2,9.3,0.9979,0.48,12.6,old,6.3,0.52,6
3481,41.0,22.0,41.0,3.02,9.5,9.9,0.99735,0.54,1.5,new,11.6,0.76,7
3483,177.0,30.0,25.0,3.25,3.4000000000000004,11.9,0.99085,0.36,2.1,old,7.3,0.4,8
3484,59.0,48.0,61.0,3.61,9.5,11.5,0.99541,0.0,2.2,new,6.5,0.7,6
3485,141.0,32.0,28.000000000000004,3.38,5.1,10.5,0.9961,0.39,8.7,old,7.0,0.53,6
3487,151.0,41.0,38.0,3.11,4.7,9.2,0.99604,0.24,7.2,old,6.4,0.6,5
3488,216.0,118.5,25.0,3.55,4.1,9.4,0.9949,0.26,1.55,old,6.7,0.63,3
3490,57.0,20.0,18.0,3.02,3.3000000000000003,11.0,0.99109,0.3,1.1,old,8.3,0.51,6
3491,6.0,3.0,45.0,3.13,7.5,10.4,0.9969,0.49,1.4,new,12.2,0.63,5
3492,21.0,5.0,35.0,3.17,9.0,10.5,0.9986,0.48,3.1,new,11.1,0.53,5
3493,73.0,18.0,36.0,3.1,3.5000000000000004,12.8,0.98868,0.28,2.5,old,6.3,0.47,7
3494,197.0,61.0,45.0,3.02,5.1,9.0,0.9932,0.42,1.1,old,5.7,0.4,5
3495,69.0,30.0,61.0,3.22,9.4,10.0,0.99787,0.19,4.0,new,8.8,0.5,6
3496,155.0,45.0,19.0,2.94,5.7,8.8,0.99807,0.27,13.9,old,7.3,0.41,8
3497,74.0,13.0,43.0,3.26,6.9,9.9,0.9958,0.31,2.1,new,7.6,0.54,6
3498,31.0,14.0,64.0,3.59,8.1,9.8,0.99689,0.21,1.8,new,6.4,0.66,5
3499,59.0,10.0,37.0,2.97,2.8,10.4,0.9923,0.27,1.7,old,8.2,0.48,5
3502,126.0,26.0,44.0,3.23,5.1,9.1,0.9975,0.18,11.8,old,6.9,0.48,5
3503,172.0,32.0,22.0,3.27,4.0,11.2,0.99194,0.26,1.5,old,7.3,0.48,6
3504,155.0,32.0,28.000000000000004,3.39,3.7000000000000006,10.7,0.9951,0.33,6.7,old,7.7,0.62,7
3508,17.0,4.0,46.0,3.13,12.2,10.2,1.0006,0.5,2.7,new,11.4,0.7,5
3511,27.0,5.0,56.00000000000001,3.08,6.4,10.9,0.9999,0.49,2.4,new,12.5,0.87,5
3513,105.0,19.0,20.0,3.04,3.7000000000000006,10.5,0.99444,0.27,9.6,old,7.1,0.37,7
3514,139.0,12.0,26.0,3.45,4.7,10.4,0.9945,0.4,1.3,old,5.9,0.53,5
3515,98.0,23.0,17.0,3.08,5.0,9.5,0.99422,0.27,4.6,old,7.6,0.47,6
3518,102.0,26.0,17.0,3.09,4.2,9.5,0.99427,0.36,4.5,old,7.6,0.47,5
3521,108.0,8.0,28.000000000000004,3.08,4.2,9.0,0.9929,0.25,1.8,old,6.0,0.55,5
3522,138.0,35.0,18.0,3.36,2.9,11.5,0.99114,0.33,1.4,old,6.5,0.6,7
3524,71.0,24.0,38.0,3.27,8.0,11.0,0.99624,0.32,2.5,new,8.2,0.85,6
3527,99.0,28.0,22.0,3.12,5.9,10.0,0.9967,0.38,10.3,old,7.8,0.47,6
3528,207.0,52.0,25.0,3.12,4.8,9.2,0.99587,0.26,7.2,old,7.3,0.37,5
3530,133.0,21.0,27.0,3.43,4.2,9.8,0.99612,0.26,8.2,old,6.5,0.64,6
3532,168.0,54.0,18.0,3.58,4.6,10.1,0.9978,0.74,11.9,old,6.4,0.68,5
3533,74.0,26.0,41.0,2.96,3.2,13.0,0.98889,0.29,1.8,old,7.3,0.35,8
3535,128.0,54.0,28.000000000000004,3.17,2.9,12.2,0.99074,0.25,4.8,old,6.5,0.44,7
3536,53.0,34.0,59.0,3.41,6.3,9.7,0.9958,0.1,1.7,new,6.8,0.67,5
3538,125.0,35.0,20.0,3.11,4.1,11.4,0.9925,0.42,1.5,old,8.6,0.49,7
3539,92.0,31.0,67.0,3.32,7.200000000000001,11.06666667,0.99566,0.02,2.2,new,7.3,0.68,6
3540,136.0,37.0,29.0,2.95,4.7,9.4,0.9938,0.49,3.8,old,7.0,0.4,6
3542,168.0,69.0,33.5,3.47,3.6000000000000005,10.46666667,0.99212,0.14,1.3,old,4.9,0.46,5
3543,131.0,28.0,41.0,3.12,4.5,9.9,0.9953,0.3,8.8,old,6.8,0.59,5
3544,68.0,41.0,34.0,3.37,7.5,10.1,0.99586,0.21,2.5,new,7.2,0.54,6
3545,107.0,23.0,19.0,3.29,4.6,10.0,0.9937,0.1,1.3,old,6.5,0.45,5
3546,203.0,31.0,30.0,3.4,5.4,10.4,0.99513,0.36,4.5,old,6.9,0.57,4
3548,84.0,9.0,69.5,3.44,4.2,10.2,0.99432,0.06,6.8,old,5.6,0.44,5
3549,14.0,5.0,84.5,3.32,7.000000000000001,11.0,0.9967,0.01,2.2,new,8.3,0.58,4
3550,179.0,43.0,13.0,3.43,4.0,9.0,0.9955,0.3,1.8,old,7.8,0.41,5
3551,62.0,8.0,62.0,3.52,7.9,9.3,0.997,0.21,1.9,new,6.7,0.58,6
3555,45.0,30.0,40.0,3.26,8.3,10.0,0.9959,0.24,2.5,new,6.9,0.58,5
3557,132.0,24.0,25.0,3.04,5.0,11.2,0.99138,0.37,2.6,old,7.4,0.53,6
3558,21.0,15.0,65.0,3.39,6.5,10.0,0.9946,0.0,1.2,new,7.3,0.47,7
3559,40.0,19.0,55.00000000000001,3.41,7.6,10.1,0.9961,0.15,2.2,new,6.9,0.59,5
3560,111.0,23.0,21.0,3.35,3.4000000000000004,10.2,0.99405,0.28,2.7,old,7.1,0.64,4
3561,110.0,40.0,12.0,3.55,3.0,12.1,0.99226,0.27,4.8,old,5.9,0.68,6
3563,54.0,10.0,20.0,3.12,15.0,9.8,0.9927,0.71,1.6,old,6.0,0.47,5
3565,105.0,26.0,14.000000000000002,3.32,4.5,9.3,0.99469,0.3,5.4,old,5.7,0.45,5
3566,18.0,10.0,48.0,3.37,8.9,11.2,0.99684,0.07,5.5,new,7.2,0.68,7
3568,192.0,52.0,25.0,3.0,6.0,9.1,0.9975,0.37,13.5,old,7.4,0.44,5
3569,184.0,39.0,36.0,3.18,4.9,9.9,0.9928,0.21,1.5,old,6.6,0.41,6
3571,169.0,34.0,20.0,3.05,4.0,10.1,0.9938,0.49,1.7,old,8.3,0.37,5
3572,98.0,10.0,30.0,3.17,4.3,11.0,0.99296,0.38,2.1,old,7.6,0.65,5
3573,14.0,6.0,39.0,3.3,11.8,9.8,0.9982,0.47,1.8,new,10.9,0.75,6
3574,156.0,47.0,17.0,3.34,4.7,9.1,0.99945,0.4,14.55,old,7.1,0.78,6
3576,57.0,10.0,70.5,3.36,4.8,9.5,0.996,0.25,3.2,old,6.8,0.52,4
3578,127.0,32.0,25.0,3.41,3.5000000000000004,11.3,0.9921,0.31,1.5,old,6.6,0.47,6
3579,179.0,65.0,24.0,3.06,5.0,9.3,0.99659,0.22,11.9,old,6.3,0.58,6
3580,35.0,12.0,46.0,3.1,7.1,9.0,1.0006,0.52,2.2,new,13.2,0.56,6
3581,76.0,6.0,53.0,3.08,2.9,12.5,0.99118,0.43,6.1,old,7.0,0.5,8
3582,212.5,53.0,20.0,3.14,5.6,8.9,0.999,0.3,14.2,old,7.6,0.46,8
3583,180.0,32.0,32.0,3.25,5.3,9.2,0.9965,0.26,8.3,old,6.9,0.51,6
3584,185.0,34.0,100.5,3.02,4.6,10.2,0.9966,0.46,1.4,old,9.9,0.49,4
3586,112.0,7.0,38.0,3.0,2.9,12.6,0.9906,0.28,4.2,old,7.6,0.41,6
3588,80.0,6.0,34.0,3.15,2.3,12.9,0.98865,0.46,1.0,old,6.5,0.54,6
3589,146.0,57.0,10.5,3.16,5.0,9.0,0.9973,0.34,12.2,old,7.4,0.37,6
3594,12.0,5.0,62.0,3.17,7.000000000000001,9.8,0.9942,0.06,1.3,new,7.1,0.48,5
3595,135.0,25.0,16.0,2.9,5.0,8.7,0.9984,0.27,15.5,old,7.4,0.43,7
3596,134.0,29.0,22.0,2.99,3.4000000000000004,11.0,0.9939,0.49,9.4,old,7.3,0.32,7
3597,253.0,31.0,21.0,3.22,3.3000000000000003,10.5,0.9953,0.34,8.5,old,7.0,0.56,6
3603,183.0,68.0,21.0,3.25,4.5,9.4,0.99922,0.36,15.7,old,7.2,0.76,5
3604,94.0,23.0,57.99999999999999,3.21,7.6,9.5,0.99686,0.23,2.3,new,7.9,0.58,6
3605,53.0,34.0,59.0,3.41,6.3,9.7,0.9958,0.1,1.7,new,6.8,0.67,5
3606,110.0,37.0,22.0,3.26,3.6000000000000005,12.4,0.98945,0.33,1.9,old,5.7,0.58,6
3607,30.0,11.0,29.0,3.36,3.8,9.2,0.9924,0.05,0.8,old,5.8,0.35,5
3608,211.0,32.0,20.0,3.31,5.3,10.4,0.99587,0.31,6.85,old,7.1,0.59,6
3611,174.0,36.0,28.000000000000004,3.14,5.1,9.0,0.99911,0.29,19.3,old,6.0,0.5,5
3612,127.0,35.0,22.0,2.97,4.4,11.0,0.99326,0.38,9.1,old,6.4,0.3,7
3614,153.0,40.0,36.0,3.34,3.8,11.3,0.9911,0.26,3.3,old,5.8,0.55,6
3615,129.0,24.0,23.0,3.12,4.3,10.4,0.99305,0.34,1.6,old,7.6,0.7,5
3616,154.0,52.0,30.0,3.04,4.3,12.0,0.99452,0.44,12.4,old,8.2,0.33,6
3617,211.0,55.0,28.000000000000004,3.09,5.2,8.9,0.9962,0.28,8.5,old,6.6,0.55,6
3618,128.0,17.0,64.0,3.31,5.0,10.6,0.9946,0.49,1.8,old,7.1,0.58,4
3619,134.0,42.0,38.0,3.38,3.4000000000000004,12.3,0.9912,0.26,6.0,old,6.0,0.38,7
3620,46.0,22.0,31.0,3.32,8.0,9.7,0.9988,0.44,2.3,new,10.1,0.67,6
3621,98.0,25.0,46.0,3.08,3.4000000000000004,12.6,0.9896,0.18,2.4,old,6.7,0.44,7
3622,153.0,40.0,16.0,3.38,4.6,11.4,0.9921,0.28,2.5,old,6.7,0.51,7
3623,47.0,16.0,26.0,3.4,7.3,11.3,0.99594,0.34,2.5,new,8.2,0.78,7
3625,131.0,27.0,31.0,3.08,4.4,12.8,0.9912,0.49,3.95,old,7.6,0.67,7
3626,139.0,50.0,18.0,3.16,3.9,11.3,0.99165,0.28,5.1,old,5.9,0.44,6
3627,29.0,9.0,61.0,3.26,11.4,9.1,0.9974,0.29,1.6,new,7.8,1.56,5
3628,210.0,67.0,33.0,3.06,4.9,9.5,0.99907,0.26,15.6,old,7.4,0.68,5
3629,56.0,17.0,32.0,3.04,34.1,9.2,0.9969,0.51,1.8,new,7.9,1.08,6
3630,38.0,13.0,61.0,3.48,7.400000000000001,9.8,0.99748,0.01,2.0,new,7.4,0.65,5
3634,194.0,47.0,32.0,3.07,3.1,9.6,0.99692,0.33,10.4,old,7.8,0.58,6
3635,177.0,40.0,33.0,3.14,4.1,9.9,0.99287,0.22,1.4,old,7.3,0.48,5
3636,97.0,30.0,28.000000000000004,3.26,5.0,10.1,0.9951,0.4,6.9,old,8.1,0.44,6
3638,88.0,34.0,33.0,3.25,3.6000000000000005,12.5,0.99028,0.3,3.8,old,6.5,0.63,7
3640,38.0,10.0,71.5,3.31,7.6,9.4,0.99735,0.2,2.4,new,8.4,0.64,5
3641,28.0,15.0,37.0,3.23,6.2,11.3,0.9947,0.32,2.0,new,7.2,0.73,7
3642,171.0,50.0,,2.85,8.3,9.0,0.9965,0.43,8.9,old,6.5,0.5,5
3645,100.0,4.0,48.0,3.03,3.7000000000000006,11.4,0.9902,0.37,0.8,old,7.6,0.39,4
3646,210.0,57.0,26.0,3.1,4.7,9.0,0.9959,0.22,7.7,old,6.8,0.47,5
3649,24.0,11.0,44.0,3.29,9.2,12.0,0.99745,0.58,4.1,new,10.2,0.99,7
3652,115.0,24.0,24.0,3.39,4.4,10.9,0.9921,0.25,1.6,old,6.1,0.59,6
3653,98.0,24.0,43.0,3.54,3.9,12.3,0.992,0.3,5.7,old,5.7,0.61,7
3655,147.0,22.0,40.0,3.15,4.6,12.0,0.99024,0.31,3.5,old,6.5,0.31,7
3656,110.0,30.0,33.0,3.12,3.8,10.5,0.9917,0.28,1.1,old,6.4,0.42,6
3657,146.0,25.0,68.0,3.18,6.9,9.3,0.99347,0.26,3.4,old,6.4,0.4,5
3658,76.0,12.0,19.0,3.25,3.0,10.9,0.9905,0.26,1.4,old,5.6,0.37,7
3659,211.0,32.0,20.0,3.31,5.3,10.4,0.99587,0.31,7.4,old,7.1,0.59,6
3661,26.0,13.0,50.0,3.46,9.2,10.0,0.99647,0.04,2.2,new,6.0,0.47,5
3662,173.0,49.0,26.0,3.17,3.7000000000000006,9.3,0.99601,0.46,8.3,old,6.8,0.47,5
3663,149.0,34.0,30.0,3.18,5.3,9.8,0.99472,0.48,7.4,old,6.3,0.53,5
3664,53.0,20.0,55.00000000000001,3.14,8.7,9.4,1.0004,0.17,2.9,new,9.7,0.61,5
3667,55.0,7.0,39.5,3.37,4.2,11.2,0.99135,0.0,1.4,old,6.0,0.38,4
3668,112.0,19.0,50.0,3.18,5.9,9.2,0.99314,0.2,2.4,old,6.4,0.4,6
3669,111.0,22.0,35.0,3.11,3.8,9.7,0.99687,0.55,11.95,old,6.9,0.29,5
3670,215.0,42.0,42.0,3.02,5.4,9.2,0.9971,0.23,8.8,old,7.8,0.58,6
3671,110.0,34.0,20.5,3.72,6.0,10.5,0.9963,0.31,1.7,old,7.3,0.69,6
3672,152.0,38.0,26.0,3.33,3.4000000000000004,9.4,0.9977,0.25,12.5,old,5.9,0.43,5
3673,142.0,45.0,21.0,3.35,3.3000000000000003,12.7,0.98984,0.31,1.8,old,5.9,0.5,6
3675,177.0,34.0,28.000000000000004,3.33,3.5000000000000004,9.1,0.99692,0.34,7.5,old,6.8,0.43,5
3678,142.0,47.0,25.0,3.14,3.9,9.7,0.99705,0.23,14.9,old,6.3,0.35,6
3680,94.0,27.0,65.0,3.38,8.8,9.4,0.99915,0.18,7.0,new,7.5,0.77,5
3681,173.0,55.0,27.0,3.11,5.3,9.8,0.99699,0.26,11.8,old,7.4,0.6,5
3682,97.0,27.0,40.0,3.12,4.4,11.2,0.9904,0.29,2.8,old,6.8,0.42,6
3683,117.0,23.0,41.0,3.2,3.5000000000000004,11.94,0.99172,0.22,7.3,old,6.3,0.39,7
3684,150.0,18.0,16.0,3.23,5.5,11.2,0.9917,0.49,1.2,old,7.4,0.47,6
3685,76.0,17.0,20.0,3.11,2.5,11.0,0.99104,0.3,1.4,old,6.7,0.44,6
3686,130.0,29.0,46.0,3.39,2.6,13.4,0.98953,0.15,2.1,old,5.4,0.77,8
3688,12.0,6.0,88.5,3.56,16.6,10.8,0.99551,0.0,2.3,new,6.4,0.51,5
3690,27.0,15.0,69.0,3.26,7.5,9.1,0.9974,0.05,2.7,new,7.7,0.61,5
3692,145.0,39.0,37.0,3.04,9.7,9.3,0.9975,0.48,2.1,new,8.8,1.03,5
3694,158.0,64.0,37.0,3.12,2.9,12.0,0.9916,0.3,2.7,old,7.9,0.59,7
3696,87.0,25.0,28.000000000000004,3.23,4.0,10.3,0.9924,0.36,1.6,old,6.8,0.66,6
3697,149.0,51.0,28.000000000000004,3.02,5.2,10.4,0.99544,0.29,11.9,old,6.8,0.58,6
3699,45.0,27.0,43.0,3.25,8.1,10.3,0.99603,0.29,1.6,new,8.2,0.54,5
3700,158.0,37.0,43.0,3.14,3.3000000000000003,11.3,0.9955,0.49,13.0,old,7.8,0.35,6
3701,8.0,4.0,61.0,3.33,6.9,10.4,0.99396,0.0,1.6,new,6.6,0.37,4
3702,155.0,45.0,19.0,2.94,5.7,8.8,0.99807,0.27,13.9,old,7.3,0.41,8
3704,49.0,12.0,46.0,3.21,7.9,10.0,0.9968,0.11,2.6,new,7.6,0.57,5
3705,237.0,69.0,20.0,3.1,3.9,9.2,1.00037,0.29,19.5,old,7.3,0.48,6
3707,220.0,24.0,61.0,2.94,30.1,9.2,0.9993,0.38,12.1,old,8.0,0.48,5
3708,24.0,10.0,21.0,3.07,7.5,9.2,1.00005,0.44,2.2,new,15.0,0.84,7
3709,78.0,24.0,20.0,3.36,3.9,12.1,0.9899,0.28,1.1,old,6.2,0.47,6
3710,158.0,36.0,18.0,3.06,4.6,9.2,0.9996,0.49,18.05,old,7.6,0.41,5
3711,135.0,13.0,51.0,3.09,4.9,10.0,0.99335,0.34,2.6,old,7.9,0.51,5
3712,115.0,29.0,18.0,3.11,3.9,10.9,0.99469,0.28,10.2,old,6.7,0.45,7
3713,144.0,59.0,11.0,3.55,5.7,9.4,0.9956,0.32,4.6,old,7.0,0.44,7
3715,136.0,48.0,21.0,3.25,3.4000000000000004,12.6,0.9899,0.33,1.8,old,6.9,0.41,7
3716,23.0,6.0,66.0,3.61,8.4,9.9,0.9983,0.0,2.0,new,7.3,0.96,6
3717,69.0,7.0,26.0,3.14,4.6,10.2,0.9944,0.44,1.3,old,8.2,0.62,4
3719,156.0,60.0,23.0,3.11,3.2,11.1,0.992,0.37,1.8,old,7.3,0.35,6
3722,131.0,23.0,26.0,3.29,3.7000000000000006,10.1,0.9944,0.22,5.1,old,6.4,0.32,5
3723,114.0,40.0,41.0,3.17,3.0,12.4,0.992,0.37,4.5,old,7.9,0.54,7
3724,28.0,13.0,70.5,,8.1,10.2,0.99631,0.1,2.8,new,,0.66,5
3726,121.0,17.0,30.0,3.13,3.4000000000000004,9.2,0.9933,0.24,1.2,old,6.6,0.36,5
3727,163.0,41.0,41.0,3.2,5.7,9.9,0.9949,0.24,6.8,old,7.3,0.41,6
3728,89.0,34.0,75.0,3.24,11.0,9.3,0.99664,0.27,3.8,new,7.7,0.45,5
3730,143.0,33.0,30.0,2.92,2.6,11.1,0.99244,0.21,6.55,old,7.5,0.35,5
3731,114.0,31.0,16.0,3.32,3.4000000000000004,10.15,0.99365,0.34,6.1,old,6.1,0.58,7
3733,145.0,55.0,10.5,3.41,3.7000000000000006,11.1,0.9912,0.31,1.3,old,6.1,0.41,7
3735,73.0,27.0,56.99999999999999,3.32,7.000000000000001,9.2,0.99669,0.14,3.9,new,6.4,0.48,5
3737,138.0,53.0,14.000000000000002,3.38,3.4000000000000004,11.5,0.99084,0.31,1.2,old,6.4,0.35,7
3738,222.0,59.0,46.0,3.18,8.4,9.0,0.9993,0.41,16.8,old,6.5,0.58,5
3740,103.0,17.0,12.0,3.5,5.7,9.6,0.9957,0.28,6.3,old,7.0,0.44,5
3741,67.0,20.0,17.5,3.28,4.3,9.9,0.99112,0.29,0.8,old,5.6,0.48,6
3742,126.0,40.0,13.0,3.21,6.2,9.6,0.9966,0.34,9.3,old,7.6,0.39,5
3743,133.0,32.0,21.0,3.27,4.6,8.8,1.0,0.36,18.1,old,6.8,0.48,5
3744,151.0,17.0,47.0,3.02,3.5000000000000004,10.5,0.991,0.07,1.1,old,7.0,0.34,5
3745,101.0,16.0,51.0,3.46,4.2,12.9,0.9924,0.18,2.1,new,5.1,0.87,7
3746,23.0,6.0,41.0,3.3,7.8,11.2,0.9957,0.33,2.5,new,7.6,0.58,5
3747,12.0,5.0,40.0,3.34,6.6000000000000005,9.2,0.9958,0.23,1.6,new,6.4,0.56,5
3750,102.0,10.0,35.0,3.46,2.9,11.9,0.9903,0.51,1.2,old,6.0,0.42,6
3751,126.0,27.0,37.0,3.19,3.7000000000000006,12.0,0.9918,0.32,1.4,old,7.1,0.62,5
3754,141.0,40.0,18.0,3.34,4.1,9.5,0.9941,0.26,1.4,old,6.5,0.72,6
3755,89.0,29.0,33.0,3.26,2.0,12.4,0.99035,0.31,1.3,old,6.6,0.44,8
3757,31.0,12.0,50.0,3.52,7.1,9.6,0.99761,0.18,2.1,new,7.2,0.72,6
3758,11.0,4.0,72.5,3.41,8.6,10.9,0.9962,0.05,4.65,new,7.2,0.39,5
3759,75.0,21.0,45.0,3.35,8.4,9.7,0.9987,0.49,2.6,new,9.0,0.57,5
3760,108.0,21.0,25.0,3.3,4.4,11.0,0.99142,0.21,1.5,old,5.7,0.59,6
3761,187.0,43.0,34.0,2.96,10.8,9.4,0.99738,0.28,10.4,old,7.2,0.57,5
3762,196.0,52.0,27.0,3.18,5.0,9.5,0.9955,0.45,8.3,old,6.4,0.48,5
3764,90.0,34.0,30.0,3.37,4.4,11.0,0.99185,0.32,2.0,old,6.5,0.68,7
3767,85.0,23.0,28.000000000000004,3.42,3.2,12.5,0.99027,0.21,1.6,old,5.5,0.42,5
3768,166.0,22.0,38.0,3.16,6.2,10.6,0.99506,0.28,8.3,old,6.9,0.72,5
3769,248.0,41.0,25.0,3.03,4.3,8.7,0.9986,0.26,14.0,old,8.0,0.57,6
3771,131.0,40.0,29.0,3.14,3.5000000000000004,10.8,0.9958,0.49,11.7,old,8.0,0.34,5
3772,134.0,34.0,26.0,2.99,5.2,9.8,0.9924,0.49,1.5,old,6.3,0.61,6
3773,213.0,57.0,31.0,3.32,4.0,10.0,0.99475,0.39,7.5,old,6.4,0.43,5
3774,37.0,22.0,68.5,3.46,10.5,10.6,0.9966,0.0,2.5,new,6.9,0.57,6
3775,77.5,51.0,63.0,3.2,9.3,9.5,0.99558,0.0,4.3,new,6.6,0.45,5
3778,115.0,25.0,29.0,3.15,5.8,10.9,0.99567,0.24,9.9,old,7.5,0.46,5
3779,212.0,61.0,27.0,3.25,3.7000000000000006,9.5,0.9971,0.46,11.75,old,6.3,0.53,6
3781,25.0,14.0,49.0,3.35,7.1,12.0,0.99388,0.27,2.1,new,7.4,0.63,6
3783,110.0,35.0,21.0,3.02,3.2,12.9,0.9907,0.4,1.6,old,8.3,0.6,7
3784,103.0,17.0,19.0,3.15,3.4000000000000004,11.4,0.99305,0.31,6.3,old,7.2,0.52,7
3785,120.0,8.0,20.0,3.19,5.5,9.6,0.99767,0.25,15.0,old,6.2,0.53,6
3786,28.0,21.0,50.0,3.44,6.2,12.3,0.99352,0.0,1.8,new,6.6,0.55,6
3787,117.0,40.0,18.0,3.27,3.6000000000000005,9.5,0.9934,0.36,1.3,old,6.9,0.95,7
3791,64.0,21.0,82.0,3.16,8.3,9.4,0.99642,0.29,4.3,new,7.8,0.53,5
3792,198.0,110.0,26.0,3.29,4.1,10.6,0.99437,0.22,4.8,old,6.8,0.67,5
3793,16.0,6.0,27.0,3.28,9.1,9.7,0.998,0.41,2.0,new,9.3,0.7,5
3794,98.0,41.0,23.0,3.19,3.6000000000000005,11.9,0.99,0.39,1.9,old,6.5,0.43,7
3795,152.0,24.0,34.0,3.46,5.9,11.0,0.99615,0.3,8.5,old,6.7,0.64,7
3797,148.0,51.0,17.0,3.21,4.0,11.5,0.9916,0.32,1.7,old,7.5,0.44,7
3798,25.0,5.0,22.0,3.04,4.0,10.5,0.9918,0.34,0.7,old,8.5,0.37,4
3799,150.0,32.0,19.0,3.36,6.7,9.8,0.995,0.35,5.0,old,6.9,0.48,5
3801,12.0,6.0,80.0,3.52,7.9,12.2,0.9963,0.03,7.8,new,6.6,0.5,5
3802,75.0,18.0,21.0,3.31,4.0,11.3,0.99006,0.25,1.2,old,5.5,0.56,6
3803,196.0,51.0,34.0,3.19,5.4,9.3,0.9982,0.3,15.6,old,6.7,0.49,5
3806,182.0,47.0,21.0,3.24,4.5,9.1,0.9957,0.44,7.4,old,6.4,0.46,5
3808,36.0,25.0,56.99999999999999,3.47,12.0,11.3,0.99519,0.12,2.3,new,6.4,0.71,7
3809,194.0,48.0,29.0,3.09,5.3,9.4,0.9974,0.5,13.3,old,6.8,0.45,5
3810,242.0,52.0,18.0,3.22,4.7,10.5,0.9952,0.28,8.7,old,6.8,0.53,6
3812,216.0,33.0,45.0,3.31,3.7000000000000006,9.7,0.9976,0.34,8.3,old,8.1,0.64,5
3814,197.0,46.0,26.0,3.18,5.1,9.5,0.99536,0.5,8.0,old,6.5,0.47,5
3816,81.0,28.0,29.0,3.24,5.9,12.7,0.99036,0.28,4.7,old,6.3,0.56,8
3817,151.0,39.0,15.0,3.6,4.6,10.6,0.99471,0.29,6.2,old,6.1,0.44,6
3818,163.0,35.0,27.0,3.2,13.699999999999998,9.3,0.9951,0.31,5.3,old,6.6,0.38,5
